"ProvincialSeedlotsID","ExperimentalClimate","HtFinalS01_mm","HeightFinalS02_mm","FinalStemDiamS02_mm","MaxGthRate_mm_Day","FinalShootWeightS02_g","FinalRootWeightS02_g","TotalWeight","RootShoot_Ratio","BudSet","BudBreakS02_day","LinearGthS02_Days","Gth5pctS02_Day","Gth95pctS02_Day","Gth5.95pctS02_Days","ColdInjuryFallS02_Mean","ColdInjuryMidWinterS02_Mean","ColdInjurySpringS02_Mean","Latitude","Longitude","Elevation","MAT","MWMT","MCMT","TD","log(MAP)","log(MSP)","AHM","SHM","DD0","DD5","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD"
"AB_GSIMS_3242","MAT06",49.8674435261273,122.493028648589,3.32824978189258,2.46914020751839,3.43219063030365,1.79386583627422,5.21875512393666,0.536311595590085,147.380816095833,46.2743269165711,4.51758397043387,128.989637770676,172.330121614841,43.0947229156677,75.9058566354982,46.948156254947,78.6097216802591,52.97,-115.92,1067,2.3,14.4,-11.4,25.9,6.41836493593621,6.08904487544685,20,32.7,1263,1108,147,153,251,98,131,-44.5,32.1,535,56
"AB_GSIMS_3243","MAT06",32.5377685259888,82.4993330420004,2.33179006765334,1.56531567945083,1.44278895879958,0.461965380405558,1.90403126910213,0.307122713312112,147.488620776684,45.400965825097,5.94970072014652,130.747968316179,179.112107177963,48.3994803199724,63.9160527924629,43.2076385346276,68.0401187961064,53.88,-116.83,1069,2.3,14.7,-11.8,26.5,6.53233429222235,6.16331480403464,17.8,30.9,1290,1137,151,148,257,110,164,-44.5,31.5,512,41
"AB_GSIMS_3444","MAT06",36.9348664154093,102.497686680357,2.55690671079557,0.846053136545977,1.68617281138836,0.703445573604028,2.38722881216938,0.387869349507154,162.961298816986,44.1868000920694,12.761915922686,94.793547269162,202.655920098468,107.598331142165,33.9423480230585,39.8893627413197,66.7044105822628,58.63,-118.8,625,-1.4,14.9,-20.9,35.8,5.99146454710798,5.51745289646471,21.5,59.7,2379,1038,140,149,248,98,139,-47.1,32.5,459,177
"AB_GSIMS_4021","MAT06",38.5126042070632,98.9997453915646,3.62880246017744,1.62781908349117,3.71239282008709,1.32065277030047,5.04030412009175,0.351566930362341,154.995805910158,42.0120595578268,6.39974798396608,121.248151001661,175.880677602036,54.6498065175631,56.6525731153509,46.2540975227694,65.2096709246099,56.55,-119.87,945,0.2,13.7,-14.7,28.4,6.16541785423142,5.63121178182137,21.5,49.1,1742,950,144,151,249,98,174,-47,30.7,447,128
"AB_GSIMS_4022","MAT06",40.3344583145087,105.996901697879,2.73400005838048,2.86142113224108,1.90742400135435,0.693700385357132,2.59785771879826,0.369246033680805,164.946937776288,47.8375716502661,3.60562399252,134.845045319293,166.686588984331,31.797633560465,16.9567711484976,54.8173105842206,42.1610113880212,57.77,-116.53,755,-0.6,14.8,-19.2,34,6.03787091992214,5.57215403217776,22.4,56.2,2145,1052,144,148,249,101,136,-46.6,31.9,463,166
"AB_GSIMS_4968","MAT06",48.1361809668138,122.494387883844,3.11580757060279,1.68802590422326,2.92118433192247,1.29446077022421,4.20974712634888,0.387763082481849,144.903817749197,46.1869424169607,7.11153781212956,119.49208578531,185.957356705884,66.3457215614394,54.0501854399548,46.0176908361853,48.8479935542353,53.68,-115.83,835,2.2,15.3,-12.9,28.1,6.35610766069589,6.0282785202307,21.2,36.7,1393,1228,151,149,251,102,124,-45.9,32.8,552,96
"AB_GSIMS_5601","MAT06",41.1635901206165,108.49727129418,3.30172810503286,2.42379865924913,3.32592115913339,1.10759987829317,4.43060521546432,0.339175447855398,144.952695109316,48.0121663014953,4.24946440104876,132.947054888772,170.219255057598,37.3978493320189,87.7334511780231,42.4753435939187,66.1923581535893,49.67,-110.17,1299,2.8,16.2,-10.6,26.8,6.07993319509559,5.56452040732269,29.4,62.2,1242,1297,149,150,248,98,135,-43.1,36.3,625,312
"AB_GSIMS_5766","MAT06",41.6406706365682,101.000979403644,2.37667342451112,1.70257822235569,1.8294051062108,0.590485187207089,2.42083372603489,0.303000426249227,163.015942736382,45.837354604807,5.78748551760707,131.502389363197,181.618294257458,50.4506294977798,69.3897575618675,72.0259143279355,69.87582700995,49.63,-114.64,1364,2.3,14.1,-9.5,23.6,6.46925031679577,5.67332326717149,19.1,48.5,1129,1012,146,160,250,90,279,-41.2,32.6,544,176
"AB_GSIMS_5767","MAT06",28.8161181890698,60.002301958862,1.82127929382684,0.755229497464102,0.814278590318877,0.347051703447394,1.16376478634059,0.444452305629255,155.540353737693,48.0119492560361,10.5436024398498,100.436933908818,184.491713704708,82.6033847991009,89.0189991172563,57.9421432492485,76.6608941213312,49.87,-114,1662,2.2,14.4,-10.2,24.6,6.52941883826223,5.81413053182507,17.9,43,1180,1035,141,168,254,86,284,-42.5,32.4,545,130
"AB_GSIMS_578","MAT06",36.2488996301619,132.998303686397,3.50584219296241,2.01143270597823,4.24090656890286,1.53556442206252,5.78057194668527,0.357896190228274,167.875123346551,48.0994476155596,6.80578468950648,126.79566644993,195.399728426179,68.4987426322733,33.5609402463167,31.7752711439027,64.0374886249329,55.07,-118.73,670,1.5,15.5,-15.1,30.6,6.15060276844628,5.7037824746562,24.4,51.8,1665,1244,149,150,249,100,134,-47.2,33.7,554,208
"AB_GSIMS_5881","MAT06",34.7637490467156,94.000490657393,2.22059097995942,2.42857628402029,1.53091301893436,0.461582656476873,1.9930882451168,0.275043028472154,155.510157724605,48.1866791159119,4.01223731665895,133.294789530436,167.482198982165,33.8005492857818,68.1506862186966,63.8052838606838,75.1449958276002,55.72,-119.67,791,1.1,14.7,-14.9,29.6,6.25766758788264,5.76519110278484,21.3,46.1,1644,1120,149,149,250,101,169,-46.6,32.6,503,146
"AB_GSIMS_5907","MAT06",32.5402625356676,68.0001944211655,1.33376677209603,1.67394621805079,NA,NA,NA,NA,158.001581695685,45.7500626163759,4.48119358744108,136.253887413328,169.59896314332,33.8999319160798,100.904180687307,NA,NA,56.7,-119.2,1025,-0.4,13.7,-16.8,30.5,6.2363695902037,5.74620319054015,18.8,43.7,1935,939,140,152,245,93,178,-47,31.1,458,107
"AB_GSIMS_5908","MAT06",33.9728396463855,82.4955363893975,1.94010984319305,1.6440332890232,0.891674115092081,0.26616026163039,1.15298894443106,0.361165989003066,160.921098974532,45.8375894408775,5.08686163518896,130.649977914842,170.773164659693,40.6963236895824,98.8676892997464,85.012655684464,76.2377389137046,56.33,-119.95,742,0.7,14.8,-14.8,29.6,6.16541785423142,5.61677109766657,22.5,53.7,1742,1095,147,150,248,98,171,-47.3,32.9,494,177
"AB_GSIMS_5909","MAT06",31.4773741605675,82.5003226809543,2.76161980971118,1.66532384914765,2.44328550263934,0.993660821419504,3.43727577484828,0.405869310824226,145.00586509702,48.0120346509709,5.99981415331345,131.598406761335,179.106676195738,47.5002631941901,41.7837015673941,36.1191401061679,54.7470439045147,54.77,-119.4,1016,2.1,14.1,-11.6,25.6,6.45990445437753,5.99146454710798,18.9,35.1,1287,1076,153,149,255,106,187,-43.7,31.2,492,53
"AB_GSIMS_5910","MAT06",41.8243925869385,98.9970666377043,2.83480501539012,1.88092249385721,2.62917342532764,1.13564962552612,3.76173180308929,0.41874818848505,144.949811829678,45.5756138481603,5.20564289804782,128.095118393486,173.99401715396,45.8477640395013,57.8513792776528,66.6358941794773,75.0288322394226,54.55,-119.2,1162,2.1,13.6,-9.9,23.5,6.4723462945009,5.99645208861902,18.7,33.9,1216,999,152,151,256,105,194,-42.5,30.3,469,42
"AB_GSIMS_6098","MAT06",43.6890036143437,109.494424563881,2.86875948999729,2.05614963474253,2.9103045494332,1.13348918793389,4.03780806845539,0.390820668691229,149.902408401251,45.9249632661211,5.242936151785,130.547639511496,177.107071823094,46.9955207623652,48.5652726890225,43.6709964961107,55.8011983168304,52.65,-115.1,940,2.6,15.3,-12,27.2,6.33505425149806,5.99146454710798,22.3,38.2,1300,1246,153,148,253,104,121,-44.7,33.2,559,108
"AB_GSIMS_6099","MAT06",40.3045933648669,87.9941506763758,3.01180663272743,1.22923105646781,2.01101487358496,0.760564652615031,2.76533072329618,0.300886829038239,153.564757837001,45.9831923202572,7.09703939517786,121.479620952811,175.817389745978,54.6620218348232,43.398384647813,52.2625438904359,60.4689969978849,52.5,-115.51,1152,2.2,14.3,-11.8,26.1,6.4085287910595,6.07304453410041,20.1,33,1275,1097,143,156,248,92,132,-44.8,32.9,549,60
"AB_GSIMS_6110","MAT06",33.1806843720475,94.002754025076,2.52440981898404,1.8942183963574,2.21365046008457,0.73692581646793,2.95344932515216,0.345658875662013,159.547548097416,47.9246038957708,5.34389088093998,132.301329758221,178.682194389371,46.4521099536976,60.7429832113594,51.5094680565748,72.6261513125999,52.08,-115.48,1655,0.5,12.1,-12.2,24.3,6.51767127291227,6.0913098820777,15.5,27.4,1462,759,126,166,247,81,214,-46.2,30.2,476,3
"AB_GSIMS_6111","MAT06",33.8767168848652,80.0019720792107,2.10466937980756,1.48283746530901,0.815779742372288,0.263153223109413,1.08101661775854,0.305216534737765,145.024611027798,50.0119634885253,5.75000320859167,130.299137503261,175.630957892031,45.251567984553,85.729782858946,80.804976058735,84.4252524185285,52.18,-115.43,1476,0.9,12.8,-12.5,25.2,6.42648845745769,6.0137151560428,17.6,31.2,1427,856,130,164,250,87,183,-46.2,31.3,497,23
"AB_GSIMS_6112","MAT06",32.2536833191454,100.000655597219,3.01639593696906,2.14857764563642,2.80766244290766,1.02853189664586,3.83696232940783,0.328872465655607,145.013031777995,45.924682174461,4.86225622218677,131.044862604629,174.439627151795,43.0006797648182,62.5452943478518,40.1238674559405,37.8251859074877,51.96,-115.22,1392,1.6,13.1,-11.2,24.4,6.50128967054039,6.13988455222626,17.5,28.3,1273,918,127,168,241,72,163,-45.4,32.5,541,29
"AB_GSIMS_6115","MAT06",45.7969834331357,99.9941832273685,2.82888448096005,1.90564973883134,2.69943659811671,0.65251051745716,3.34587371397384,0.246713212304997,144.900934469559,50.0123228588756,4.71771630912862,133.940149290024,173.332118802246,39.0956362689217,30.6681135395845,49.6782414217441,67.6844676400687,57.72,-119.54,964,-1.7,13.7,-20.1,33.8,6.2363695902037,5.76205138278018,16.2,43,2332,891,132,155,241,85,182,-47.7,31.5,451,96
"AB_GSIMS_6121","MAT06",32.9972115964789,126.004232410281,3.41532200559357,2.99672850438962,3.86263909120078,1.34752378821209,5.2144393118164,0.352963746817679,NA,49.8373154654619,4.36925251505503,134.459368036138,177.912858682438,44.2029730399133,49.3497033294613,29.1416000953669,66.2515383748719,53.94,-119.31,1393,1.3,12.2,-9.7,21.9,6.48157712927643,5.94017125272043,17.2,32.1,1253,794,135,164,249,85,233,-42.8,29.3,453,36
"AB_GSIMS_6122","MAT06",40.080570290376,93.9977294336199,2.33119105666728,2.11317901357826,1.45204921354254,0.524419181090465,1.97416652623088,0.349666402446782,144.962726617431,49.662596279953,4.91812277797678,132.891720385164,173.291824449275,39.9484415682019,60.4021883164209,55.7777887197635,57.8426159451983,53.92,-118.91,1207,2.1,13.2,-9.1,22.3,6.36475075685191,5.90263333340137,20.9,36.2,1172,972,141,161,251,90,167,-43.5,31.3,501,88
"AB_GSIMS_6134","MAT06",32.9604999415407,82.6686774503229,2.57139877469446,1.58146191133262,1.88048535476417,0.842830037411345,2.72536981718338,0.439199310503435,145.034141999099,45.8664187251428,5.92300438679223,127.352231026052,173.52606942044,46.4014709271825,62.3931211227786,53.3699884914999,58.4010302944912,53.84,-119.61,1713,0.1,10.6,-10,20.6,6.60800062529609,6.0282785202307,13.6,25.5,1384,573,123,170,246,76,316,-43.6,27.2,355,0
"AB_GSIMS_6324","MAT06",40.5782806110712,107.996238901963,3.15761401710331,1.81466461252003,2.84454821313945,1.16993082979279,4.01042299565667,0.422228061606895,157.934022988535,49.924884987431,6.24314411259104,126.648443327614,180.488781689016,54.1969560317644,59.9059621097295,58.1754160439346,57.8472276822455,54.27,-116.87,900,2.5,15.1,-11.9,27,6.43454651878745,6.08904487544685,20,34.2,1297,1207,156,146,255,109,141,-44.2,32,524,58
"AB_GSIMS_6328","MAT06",35.6962813130061,106.997637853868,3.14628993844664,2.41442511300068,3.33354022459072,1.40552677634083,4.73641432615288,0.431582605046032,157.457033868149,45.7501729181666,4.73090055175985,131.902754763343,173.833826514067,42.5979094910173,44.0377546854013,40.2658164443575,55.381204618987,58.57,-119.31,645,-1.9,14.9,-22.4,37.3,6.03068526026126,5.55295958492162,19.4,57.7,2553,1024,136,151,245,94,147,-47.2,33.2,466,173
"AB_GSIMS_6330","MAT06",34.6731574985836,95.5019751158239,2.81283559304617,1.50958853856551,2.01665783469401,0.784125817997791,2.80295500373603,0.398770834413487,161.03602420511,46.1866150697108,6.46240746640934,124.845447198169,180.999052508829,55.7017235971084,58.7021593810933,66.6725362179942,77.7677527186986,57.29,-118.41,699,-0.8,15,-20.7,35.7,6.09356977004514,5.62762111369064,20.8,54,2243,1098,142,149,246,96,146,-45.4,33.5,494,178
"AB_GSIMS_6333","MAT06",49.6686229844016,120.497188824267,3.37132562652804,1.48779797844106,3.51504644714675,1.54162525820868,5.05366817331881,0.44298800836067,162.951258082622,48.0121698596175,7.64945494828485,117.797018351676,186.765540972783,69.0977840925007,48.7861471134456,50.5660517962903,56.7584477278885,57.24,-118.25,725,-0.7,14.9,-20.4,35.3,6.09807428216624,5.63478960316925,20.9,53.2,2203,1084,142,149,245,96,145,-45.2,33.2,492,174
"AB_GSIMS_6338","MAT06",38.4174781447493,113.996443558439,3.41953710674606,2.22054077791195,3.9712959469452,1.46688108255984,5.43429640803171,0.344144797594151,152.936906268174,47.8375503015325,5.53696561559198,128.850379822901,179.814019592653,51.497041324282,55.7880340100999,44.0148654583759,52.5107535964122,54.36,-116.18,940,2.3,14.7,-11.5,26.2,6.43294009273918,6.0913098820777,19.8,33.2,1281,1143,154,148,254,107,140,-44.4,31.3,509,56
"AB_GSIMS_6339","MAT06",40.7139187584677,90.4964465950516,2.82770331998467,1.56179185116845,1.66717403926692,0.587853677448218,2.25123479400919,0.374255840611024,155.438324842369,48.0122018827181,6.09936987340965,133.246689517809,184.082114209451,50.9971969368375,88.2604105322472,58.8824256176351,86.8532538965824,55.01,-115.18,902,1.9,14.6,-11.7,26.2,6.46146817635372,6.11146733950268,18.5,32.3,1367,1097,155,144,256,112,149,-43.8,30.7,471,48
"AB_GSIMS_6340","MAT06",41.6834724009554,122.499375795263,3.13607441352506,2.22094155648312,2.79866536095376,1.11293898789199,3.91096898316364,0.39555405097782,155.490048577129,44.0994013599699,5.95590757543732,125.546141432182,182.048011528769,56.3495907460092,49.3758930858254,53.0960645130714,50.6783241590419,54.84,-116.45,905,2.3,14.8,-12.1,26.9,6.4425401664682,6.07764224334903,19.6,33.9,1315,1167,156,145,256,111,149,-44.7,31.5,504,54
"AB_GSIMS_6343","MAT06",31.8791420305317,80.6613081137019,2.70666655277153,1.66023371030754,2.12175902240921,0.888448913270832,3.0043684615326,0.453302731604353,150.904821898242,45.7503021966094,5.74722376800443,126.518093915511,172.215548099135,46.4955391218582,58.1190403390821,48.2282144638605,68.282459151862,52.5,-116.03,1586,0.2,11.7,-12,23.7,6.40025744530882,6.04025471127741,17,27.8,1468,689,119,170,241,71,178,-46.4,29.6,426,9
"AB_GSIMS_6345","MAT06",36.1885052647405,146.49929332535,3.43067193502024,2.60844087567505,3.03279064896712,1.4719643678075,4.50403194101813,0.500926266675663,164.488611550434,48.0994049180922,5.75589812267341,129.796104895085,190.244297443955,60.2995255064911,37.4285890212478,37.686772715443,56.2444137333412,55.53,-113.98,853,-0.1,14.6,-18.6,33.1,6.35957386867238,5.95583736946483,17.1,37.7,1969,1043,140,154,244,90,164,-45.9,32.3,500,78
"AB_GSIMS_6349","MAT06",41.6308540837996,103.998709962735,2.74652215900929,1.9232672968389,2.09824481375047,0.946530170772608,3.04326254071122,0.453577241088511,157.97571521518,44.4167933292436,5.24769010435736,126.153229745595,170.36544294999,44.8320909380865,44.85270752491,39.7532764801929,63.022040153096,49.73,-114.45,2042,0.1,11.6,-10.6,22.1,6.5792512120101,5.80513496891649,14,34.8,1432,643,123,177,243,66,379,-42.9,29.2,407,68
"AB_GSIMS_6350","MAT06",34.0876968206464,93.6686305680158,2.09957369099421,1.20879765281126,1.28557712629767,0.55810721039069,1.84591415169302,0.403233903865879,145.036966845824,46.3321586470526,8.32274277246342,115.14236585441,184.671845675358,68.7685090676516,66.0212558054531,75.4106210511055,74.564184564557,56.63,-119.21,1030,-0.3,13.7,-16.7,30.4,6.25766758788264,5.76519110278484,18.5,42.9,1920,943,140,152,244,92,182,-47,31.1,461,104
"AB_GSIMS_6355","MAT06",36.1635901206165,109.99727129418,2.83672810503286,3.03479865924913,1.9859211591334,0.902599878293172,2.88560521546432,0.456025701053372,155.452695109316,48.0121663014952,3.74946440104876,134.547054888772,169.219255057597,34.7978493320189,32.7334511780232,35.9753435939186,51.6923581535892,57.32,-118.96,992,-1.5,13.5,-19.8,33.3,6.11589212548303,5.65599181081985,18.7,47.3,2266,885,136,153,244,91,158,-47,31.1,441,119
"AB_GSIMS_6356","MAT06",44.0198819057256,130.002958681552,3.48633290862678,2.24059456174932,3.20539819389033,1.30887606923498,4.51732273752719,0.400988274797818,158.050431377055,45.8372692098723,5.63771238394093,122.703266253508,177.007432293009,54.5521952462152,46.6250551117297,45.8489174710162,60.2896772267665,54.74,-117.39,809,1.8,15.1,-14.1,29.2,6.36990098282823,5.95583736946483,20.2,39,1515,1201,153,146,252,106,158,-46,32.6,524,90
"AB_GSIMS_6358","MAT06",33.411946931361,96.501394789821,2.54185203027383,2.33583269965253,2.40465675846576,1.13133088251794,3.53745732273995,0.465936101914105,155.524546444051,46.0119883953812,4.4499370392443,132.048881743587,171.254959298329,39.151111307926,65.5986544069028,39.9399334753365,64.8878794386236,54.4,-115.56,1039,2.1,14.2,-10.7,25,6.37842618365159,6.0137151560428,20.5,34.8,1272,1073,152,147,255,107,144,-43.7,30.4,485,52
"AB_GSIMS_6361","MAT06",36.0375193511872,77.5017674227352,2.93774629016482,2.83693417168318,2.60403200856653,1.03620297034236,3.6421432053835,0.408290438880271,158.031722351275,46.0992981744238,3.53058375237791,137.03824930265,168.38220357496,30.4989886178662,52.8477109585756,35.9655266442937,66.2617265043619,52.14,-116.86,1748,-1.4,10.7,-13.4,24.1,6.99484998583307,5.94803498918065,7.9,27.9,1769,507,106,174,235,61,708,-46.3,30.2,357,14
"AB_GSIMS_6362","MAT06",33.8769660596668,108.499537698476,2.83871315729609,2.63669184484275,2.17453669260533,0.808915633172607,2.98290468147717,0.372544532912758,164.491504056323,45.9247426625397,4.59352222314747,134.599904811466,176.287345081601,41.8995656124901,57.7981246928333,44.0470879490689,55.2036447102731,52.11,-116.57,1944,-1.3,10.4,-13,23.4,6.93439720992856,6.09807428216624,8.5,23.3,1732,516,108,174,236,62,591,-46,28.6,359,0
"AB_GSIMS_6363","MAT06",32.1157554924443,88.4989573724731,2.50272959452374,1.74643600592977,1.68753561637708,0.621120697692762,2.30740700048109,0.365840999977268,151.480026295264,45.7501159882101,5.43105179598242,130.553339356884,175.4932518711,45.5489533233076,48.6946197186428,51.3144852064112,77.823771430198,54.74,-115.9,1272,1.3,13.5,-9.9,23.4,6.67203294546107,6.3297209055227,14.4,24.1,1365,954,148,147,258,111,199,-42.9,29.2,445,22
"AB_Industry_1384","MAT06",33.0554059714504,70.4981417831841,2.07820344919138,1.2956824176186,1.00642277347578,0.279292281512941,1.28385173695844,0.37007806964914,162.969911750904,42.2741063129897,5.61817004179633,128.541903070646,170.710394873348,41.6987677657926,76.6387086393088,51.3242477079052,45.5121680737017,51.14,-114.62,1263,2.8,14.6,-10.4,24.9,6.21860011969173,5.78074351579233,25.5,45,1115,1122,141,160,246,86,124,-43,33.5,584,193
"AB_Industry_260","MAT06",36.9215973675952,106.338620484553,3.06430744411664,2.00124070548016,2.43997908410405,0.836444292243628,3.2821031322512,0.335095795021117,151.093508348315,45.9245007102247,5.41071977612347,128.680863155719,178.18688581275,48.9709847823279,68.923476554602,51.55116339619,71.2227381009812,51.58,-114.63,1200,2.7,14.4,-10.6,25,6.23832462503951,5.89989735358249,24.8,39.5,1146,1121,142,159,246,87,102,-43.9,33.4,576,155
"AB_Industry_2931","MAT06",40.6281108993192,84.5002829643043,2.41550167707807,1.37044904537187,1.62828719280688,0.708659808821445,2.33727644676428,0.438196403576417,145.005855870771,48.0993622206248,6.65601155584033,125.696543340241,177.08886646173,51.2003083807088,64.296237796179,46.0982742869833,64.9513388417495,53.05,-117.4,1707,-0.1,11.7,-12.1,23.8,6.83840520084734,6.27664348934164,10.6,21.9,1549,682,126,162,247,86,381,-46.5,28.8,390,0
"AB_Industry_3344","MAT06",36.6357357791928,101.666315337231,2.54863853304872,1.58827644367234,1.62599567269477,0.478872658248061,2.10446686633035,0.278522951772264,154.660559616648,45.9829551121052,6.86433624610524,124.48205675923,184.331662066953,59.9330378026994,66.5519889529859,66.5486637323264,57.7296920445974,49.58,-114.74,1500,2.3,13.9,-9.1,23.1,6.64768837356333,5.6937321388027,15.9,46.8,1117,978,146,160,250,90,376,-41,32,529,154
"AB_Industry_3824","MAT06",35.0493989202685,78.3344888912773,2.09240695023939,1.50587046972608,1.30723523858043,0.415119701649847,1.72341532903559,0.316084476589216,149.351207482391,48.3584705778875,6.14383578374748,131.322210447815,178.086262593891,47.4006411729396,82.6319359333295,63.4397464234143,76.6138826821597,53.33,-117.03,1140,2.1,13.9,-11.4,25.3,6.41999492814714,6.05208916892442,19.6,32.8,1261,1036,139,162,247,85,149,-44.6,31.9,536,70
"AB_Industry_4121","MAT06",52.804261131798,106.497396517356,2.7364149294094,1.71592521708949,2.66767227327423,1.00954810586411,3.67447997167133,0.373168004321239,147.455559936456,50.0994867549046,5.40568070910346,128.395264541871,173.358873493218,44.8980249975738,58.6405955359632,40.7730613699908,59.7644739422254,52.95,-116.4,1330,1.6,13.5,-10.9,24.4,6.46614472423762,6.10702288774225,18.1,30.1,1288,948,138,158,248,90,161,-45.1,30.8,508,28
"AB_Industry_4144","MAT06",35.059162311055,85.3363663069363,2.41997303165159,1.3292220967263,1.64607028980236,0.75647134326742,2.40582398027386,0.4297112841198,156.387562951993,47.4907941436107,7.44379473390992,123.779864475087,183.718700827817,59.5025349021653,57.3638321228145,47.0305209276816,65.3625197984958,53.27,-116.67,1060,2.2,14.4,-11.5,25.9,6.39692965521615,6.05208916892442,20.4,33.9,1268,1102,144,157,249,93,136,-44.6,32.2,541,74
"AB_Industry_4172","MAT06",28.2317762363335,77.0024261698334,2.22157738045717,1.32271638862947,1.01573700701914,0.295342399388867,1.3136600805551,0.26599397733119,146.709412373434,46.041052515717,8.76878924176278,117.648723406442,183.612734461311,65.8019527373287,87.4353513011473,69.4506743055676,77.9521764765773,53.04,-117.37,1700,-0.2,11.6,-12.1,23.7,6.80461452006262,6.25575004175337,10.9,22.2,1554,667,125,162,247,85,366,-46.6,28.7,387,0
"AB_Industry_4188","MAT06",41.2421741969725,110.332348722361,2.9294974600989,2.00985419972499,2.2456635166899,0.634409705970803,2.87897008122225,0.302442532453784,150.982402887256,47.2580985306475,6.12679568897603,121.249673409856,175.680489211108,54.6658190955418,58.9651989505085,56.6215732307559,50.1222120141688,53.13,-117.15,1400,1.3,13.4,-11.2,24.7,6.55393340402581,6.1463292576689,16.1,28.7,1373,925,137,156,250,93,201,-46.1,30.6,492,22
"AB_Industry_4193","MAT06",34.8445240420789,92.996736758053,3.03319510137084,2.33591977062494,2.27067457738105,0.931751145188141,3.19898363450724,0.419778488256345,157.944063722899,48.0995152198829,4.00560508699217,135.7949722451,170.729160814701,34.8975030814286,48.0621630193425,52.998726988964,59.7931905366199,50.16,-114.49,1872,0,12.6,-12.1,24.7,6.74875954749168,5.94017125272043,11.8,33.1,1546,734,125,175,245,70,457,-44.3,30.3,429,62
"AB_Industry_4424","MAT06",27.1178641070721,69.0026725673675,2.01672941155876,1.19530140663484,1.02473511220517,0.377942061346228,1.40549174499915,0.467266794541817,145.046583928787,45.9828246476217,6.5313495141153,127.616729786095,175.701178510155,48.0354299183646,81.6198046541643,78.5560296453662,87.3064076536226,52.94,-117.32,1870,-0.9,10.7,-12.6,23.3,6.95654544315157,6.3261494731551,8.6,19.1,1675,559,119,165,245,80,496,-46.7,27.9,364,0
"AB_Industry_4726","MAT06",30.4748353064612,84.5012665300321,2.31399899265868,2.77645506855567,1.3220275520032,0.608410060058634,1.93164418055544,0.392407647270949,145.020263042716,45.7500163607863,3.38131647337192,136.80436239558,164.14724624591,27.8507800298156,60.2191335268153,59.2746555400052,71.9732633498173,53.05,-116.03,1245,1.9,13.7,-11.2,24.9,6.44888939414686,6.12029741895095,18.8,30.1,1266,998,141,157,249,92,142,-44.8,31.2,513,40
"AB_NTSC_8960049","MAT06",30.2790968128725,84.9978088669198,2.48842732193349,2.19742862112983,1.44704583320746,0.559421206286582,2.0041651823989,0.35241981573367,NA,46.0994689642932,4.35572797292302,133.345447227352,168.527443917291,35.0983511951645,63.8771158588512,51.3195203581326,89.7123010957834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB_SRD_1034","MAT06",34.138425801691,94.9976836437439,2.67374049755696,2.11080206328947,1.90529471906663,0.627472978715649,2.53029042619188,0.340544779342666,144.95988024279,46.0121485108839,4.59951166486831,131.397237574254,171.03782548167,39.7481755296096,74.9699715009111,54.5218025820605,46.8619102820927,52.28,-115.07,1067,2.3,14.7,-12,26.7,6.36647044773144,6.0137151560428,21.2,35.8,1293,1158,144,155,248,93,130,-45.1,33.8,564,101
"AB_SRD_2206","MAT06",38.8940603110978,84.0050204293721,1.83639487124727,2.02161158195102,1.04226599355651,0.513241571347366,1.56074879116501,0.464155340139898,150.086357044423,49.400560199157,4.13794870303869,138.404179680915,170.600284413374,32.3538262341688,62.3076567261695,73.0812124117252,57.6374378692837,54.37,-116.77,915,2,14.7,-12.5,27.2,6.40357419793482,6.04737217904628,19.9,34.7,1368,1140,153,148,253,105,144,-45,31.5,510,57
"AB_SRD_2239","MAT06",37.5976645418069,89.5032121645161,1.92387277061846,1.32509875068653,1.16977851449372,0.408745119265222,1.58201063591872,0.318690107344478,145.053296204195,44.1865616978767,7.612549257868,120.595995254614,184.604763781048,63.5027021898806,73.9117203497572,46.3119131824196,74.776409104209,53.59,-117.02,1097,2,13.9,-12.3,26.3,6.3919171133926,6.03787091992214,20.2,33.3,1262,1028,145,157,250,93,141,-44.2,31.3,512,54
"AB_SRD_2340","MAT06",42.047834253559,93.4991681021747,2.98598511064371,1.30581431783469,2.91603953482628,1.02001614023657,3.93515718481111,0.331652373189888,151.485746723295,44.0120844646828,6.74968181461871,118.497895241987,173.854679008334,55.3993498409362,61.6166403771877,41.3890549393709,55.1722979447051,50.9,-114.7,1371,2.1,13.9,-11,24.9,6.42162226780652,5.96100533962327,19.7,35.7,1203,1007,128,171,239,68,170,-44.2,33.5,581,106
"AB_SRD_2379","MAT06",33.0344813935901,73.9991783044449,2.4481916082828,1.28368817917012,1.50349421244871,0.619043882880875,2.12155190819495,0.429742937026507,144.984331224515,45.8083236936126,7.71854508929207,114.11887335411,169.542520969539,55.8991791662078,44.8782227315655,38.5284500531732,66.42836599879,51.7,-115.21,1828,0.5,12.2,-11.9,24.1,6.5424719605068,6.03068526026126,15.2,29.3,1437,756,126,167,248,81,256,-45.6,30.1,474,13
